Statement,Sentiment
"In China , Finnish Kone that provides elevators , escalators , and solutions for modernisation and maintenance will build 342 escalators that will be installed in a high-speed railway section between Beijing and Shanghai in a 1.5 years ' time .",positive
Return on investment was 16.6 % compared to 15.8 % in 2004 .,positive
"The OMX Helsinki 25 ended 0.47 pct lower at 3,150.55 and the OMX Helsinki was down 0.21 pct at 10,736.42 on 1.523 bln eur turnover .",negative
Nordea Group 's operating profit increased in 2010 by 18 percent year-on-year to 3.64 billion euros and total revenue by 3 percent to 9.33 billion euros .,positive
Looking for a strong bounce $SPY -- Lunchtime rally coming. $DIA $IWM $QQQ $AA $FB,positive
"Qualcomm: 10% Dividend Increase Rewards Patient Investors, The Future Looks Bright https://t.co/TJjVpqhHqD $QCOM",positive
"Operating loss totalled EUR 0.3 mn , down from a profit of EUR 5.1 mn in the first half of 2009 .",negative
$RNN More bleeding Monday.,negative
"PNC, Goldman Sachs Receive Dividend Hike Green Light (But Don't Act): http://stks.co/2pa7 $PNC $GS",positive
Profit for the period increased from EUR 2.9 mn to EUR 10.5 mn .,positive
"$QIHU totally missed this one, was about to jump in on that 60 break test but didn't, congrats shorts",negative
"$KO had missed earnings expectations for the last two quarters, so todayâ€™s strong results came as a major surprise http://stks.co/d0RHF",positive
"In January-September 2007 , the group 's net sales from continuing operations rose to EUR 213.1 mn from EUR 172.6 mn in the corresponding period in 2006 .",positive
"`` Beyond the improved voice capabilities , customers now have a streamlined way to comply with recalls and other traceability requirements , providing them with a competitive advantage .",positive
CORRECTED-Shire to buy Dyax for about $5.9 bln,positive
Glencore slumps 30 percent as debt fears grow,negative
$BBRY Sierra. Has a great cash balance and impressive growth rate.Would be a wonderful marriage!,positive
"Profit after taxes for the period was up to EUR0 .9 m , from EUR0 .01 m last year .",positive
Pretax profit rose to EUR 0.6 mn from EUR 0.4 mn in the corresponding period in 2005 .,positive
Finlan 's listed food industry company HKScan Group controlled companies in the Baltics improved revenues by EUR 3.5 mn to EUR 160.4 mn in 2010 from EUR 156.9 mn in the year before .,positive
Revenue in the quarter fell 8 percent to ( EURO ) 2.4 billion compared to a year earlier .,negative
EBIT excluding non-recurring items was estimated to increase from 2009 .,positive
"The upgrade is intended to raise the network capacity from 450 MHz to 630 MHz in several cities , enabling bi-directional services for digital television as well as broadband data .",positive
Tesco share price tumbles after negative broker note,negative
"In the building and home improvement trade , net sales totalled EUR 1,173 mn , down from EUR 1,566 mn a year earlier .",negative
Lloyds Banking Group's share price lifts amid reports bank is poised to axe hundreds of UK jobs,positive
"Outokumpu of Finland , stainless steel manufacturer , plans to enter into a supply agreement with the Indian Railways .",positive
Shire share price under pressure after $32bn Baxalta deal,negative
"However , he expects banks to provide alternative financing .",positive
We are now in a position to pursue novel clinical candidates going forward . '',positive
"Operating profit decreased to nearly EUR 1.7 mn , however .",negative
"Finland 's Neste Oil has been awarded the Chemical Industry Federation of Finland 's Innovation Award for its NExBTL technology , which enables biodiesel to be produced from vegetable oil and animal fat .",positive
"Via the move , the company aims annual savings of some EUR 3 million USD 4.3 m , the main part of which are expected to be realized this year .",positive
"However , the bottom-line result improved thanks to positive financial items .",positive
$NFLX +3% of the lows,positive
NYSE owner ICE may gatecrash Deutsche Boerse-LSE merger,negative
$DMND green and moving,positive
LSE-Deutsche Boerse merger would signal end to exchange mega-deals,positive
Operating profit for continuing operations fell to EUR 48.3 mn from EUR 72.4 mn in the first half of 2007 .,negative
AstraZeneca Acquires ZS Pharma in $2.7 Billion Deal,positive
Kone shares dropped 4.1 percent to  x20ac 43 US$ 55.77 in Helsinki .,negative
"U.K. Stocks Little Changed Near Record as Barclays, Shell Fall",negative
$AMRN Got sell signal 7/1/14 still in force with target below 1.50,negative
Finnish food industry companies HK Ruokatalo and Atria will form a joint venture company called L+Ã±nsi-Kalkkuna to produce turkey meat .,positive
Operating profit excluding restructuring costs grew to EUR 44.5 million from EUR 31.7 million while operating profit including restructuring costs showed even larger growth to EUR 38.5 million from EUR 7.4 million .,positive
"Revenue from July to September grew 21 percent to EURO 2.3 billion , the Finnish company said Thursday .",positive
Operating profit rose to EUR 13.1 mn from EUR 8.7 mn in the corresponding period in 2007 representing 7.7 % of net sales .,positive
$KCG bot at 2.24,positive
"In Finland , the Bank of +Ã land reports its operating profit fell to EUR 6.1 mn in the second quarter of 2008 from EUR 7.5 mn in the second quarter of 2007 .",negative
The Finnish group anticipates a sales gain of EUR42m after tax and expenses .,positive
"Operating loss of the Pulp & Paper Machinery unit was over EUR 3mn in September 2007 - August 2008 , compared to a profit of EUR 3.7 mn a year earlier .",negative
"In the Baltic countries , sales fell by 40.2 % , and in Russia , by 23.2 % in terms of euros , and by 10.7 % in terms of local currency .",negative
CompaniesKingfisher bid for Mr Bricolage runs into trouble,negative
The company plans to expand into the international market through its subsidiaries and distributors from 2011 onwards .,positive
"According to Finnish insurance companies Tapiola , Local Insurance Group ( L+Ã±hivakuutus ) , and Pohjola the two fierce storms at the end of July and in the beginning of August 2010 that felled trees around Finland have speeded up sales of forest insurance .",positive
$GLD http://stks.co/44ow On closer inspection.  Resistance 10 points north at 200d and downward trendline. Chart 2 of 2.,negative
$KEP breaking out when the market pulls back  http://stks.co/r0cet,positive
The rationalization of the operations seeks to achieve over EUR 1 million in yearly savings as from the second quarter of the current financial year .,positive
$MPWR CEO sells 450k april 15th..meh,negative
The bank forecasts Finland 's GDP will grow by 2 % in 2010 and in 2011 .,positive
"$HLF shorts made a killing last couple days, might make more if cover and buy back?",negative
"ADPnews - Aug 3 , 2009 - Finnish media group Ilkka-Yhtyma Oyj HEL : ILK2S said today its net profit fell 45 % on the year to EUR 5.9 million USD 8.4 m in the first half of 2009 .",negative
"In addition , the production at the Varpaisj+Ã¢ rvi factory will be stopped at the beginning of April 2009 .",negative
Most of the increase in net sales was due to the acquisition of Swedish Silva that produces garden tools and boats .,positive
NASDAQ-listed Yahoo Inc has introduced a new service that enables Malaysians to take their favorite Internet content and services with them on their mobile phones .,positive
"$P bull flag on the daily, earnings on the table tomorrow +/-12 move.Will straddle this one into earnings..lots of vol guaranteed here",positive
Sainsbury sales slip again as price pressures take a toll,negative
"According to HKScan Finland , the plan is to increase J+Ã±rvi-Suomen Portti 's net sales to EUR 80mn to EUR 100mn .",positive
Watch these bancos.they're holding up relatively well compared to the broad market $XLF $BAC $GS $C <--large C buying in $BAC in backburner,positive
"The seminar introduced modern , clean technologies and products , financial tools and sponsorship programs for energy and environment projects as well as the potential to develop clean energy in Vietnam .",positive
"In the reporting period , net sales rose by 8 % year-on-year to EUR64 .3 m , due to the business acquisitions realized during the first half of 2008-09 , the effect of which was EUR10 .9 m in the review period .",positive
$BONE Earnings Stocks Poised to Pop http://stks.co/2zWE,positive
Finnish KCI Konecranes has raised its net sales growth estimate for 2006 from over 25 % to over 35 % .,positive
Spain's Caixabank launches new takeover bid for Banco BPI,positive
"Finnish Scanfil , a systems supplier and contract manufacturer to the communications sector and the electronics industry , reports net sales of EUR 49.6 mn in the first quarter of 2009 , which are only a per cent smaller than in the corresponding period in 2008 .",negative
Entertainment One dispels ITV takeover rumours,positive
New product launches in Finland will more than double from 2005 .,positive
This assignment strengthens Poyry 's position as an international provider of engineering and project services to the chemical process industry .,positive
Cargotec Germany GmbH has been awarded a contract by Stadtverwaltung Mainz for chassis bodies under Open procedure .,positive
Reported operating margin was a negative 5.9 % .,negative
Finnish pharmaceuticals company Orion 's net sales rose to EUR 190mn in the first quarter of 2009 from EUR 180mn in the first quarter of 2008 .,positive
The company is well positioned in Brazil and Uruguay .,positive
"Upside moves in the volatile #mining sector, sending Anglo American PLC $AAL up 6.8% as of 4:30 PM, London time",positive
$FB down 7.5% from this #bearish pattern.  Considering the #bullish sentiment - That's an impressive bearish move https://t.co/TaJF0cH2qh,negative
That would be an increase from estimated sales of 117 million last year .,positive
"According to Sepp+Ã±nen , the new technology UMTS900 solution network building costs are by one-third lower than that of the building of 3.5 G networks , operating at 2,100 MHz frequency .",positive
